state,label,bars,share_pct,total_return_pct,mean_return_bps,sharpe_ratio,sortino_ratio,max_drawdown_pct,hit_rate_pct,expectancy,num_trades,win_rate_pct
0,Low-Volatility / Range-Bound,1145.0,41.50054367524466,0.02385768429671309,0.0035318483342236784,0.010411681597377088,0.007330666508043155,1.087724935159573,21.222707423580786,23.39442738245765,147.0,51.02040816326531
1,High-Momentum / Strong Trend,575.0,20.84088437839797,-0.11064410183829754,-0.019173389252799905,-0.2408988543427514,-0.15645641748076675,0.25985851076401056,25.565217391304344,-6.0063013691704015,68.0,58.82352941176471
2,High-Volatility / Market Shock,1039.0,37.65857194635738,0.5293384330117057,0.050843353978363114,1.029514311951592,2.0128896551354427,0.06065636446578315,21.36669874879692,16.107782989938507,73.0,47.94520547945205
