,oos_equity
2016-05-04,999590.6059357765
2016-05-05,999590.6059357756
2016-05-06,999590.605935774
2016-05-09,999590.6059357726
2016-05-10,999590.6059357731
2016-05-11,999590.6059357716
2016-05-12,999590.6059357714
2016-05-13,999590.6059357733
2016-05-16,999590.6059357736
2016-05-17,999590.6059357725
2016-05-18,999590.6059357715
2016-05-19,999590.6059357717
2016-05-20,999590.6059357714
2016-05-23,999590.6059357701
2016-05-24,999590.6059357708
2016-05-25,999590.6059357725
2016-05-26,999590.6059357724
2016-05-27,999590.6059357717
2016-05-31,999590.6059357726
2016-06-01,999590.6059357722
2016-06-02,999590.605935772
2016-06-03,999590.6059357726
2016-06-06,999590.6059357707
2016-06-07,999590.6059357715
2016-06-08,999590.60593592
2016-06-09,999590.60593592
2016-06-10,999590.60593592
2016-06-13,999590.60593592
2016-06-14,999590.60593592
2016-06-15,999590.60593592
2016-06-16,999590.60593592
2016-06-17,999590.60593592
2016-06-20,999590.60593592
2016-06-21,999590.60593592
2016-06-22,999590.60593592
2016-06-23,999590.60593592
2016-06-24,999590.60593592
2016-06-27,999590.60593592
2016-06-28,999590.60593592
2016-06-29,999590.60593592
2016-06-30,999590.60593592
2016-07-01,999590.60593592
2016-07-05,999590.60593592
2016-07-06,999590.60593592
2016-07-07,999590.60593592
2016-07-08,999590.60593592
2016-07-11,999590.60593592
2016-07-12,999590.60593592
2016-07-13,999590.60593592
2016-07-14,999590.60593592
2016-07-15,999590.60593592
2016-07-18,999590.60593592
2016-07-19,999590.60593592
2016-07-20,999590.60593592
2016-07-21,999590.60593592
2016-07-22,999590.60593592
2016-07-25,999590.60593592
2016-07-26,999590.60593592
2016-07-27,999590.60593592
2016-07-28,999590.60593592
2016-07-29,999590.60593592
2016-08-01,999590.60593592
2016-08-02,999590.60593592
2016-08-03,999590.60593592
2016-08-04,999590.60593592
2016-08-05,999590.60593592
2016-08-08,999590.60593592
2016-08-09,999590.60593592
2016-08-10,999590.60593592
2016-08-11,999590.60593592
2016-08-12,999590.60593592
2016-08-15,999590.60593592
2016-08-16,999590.60593592
2016-08-17,999590.60593592
2016-08-18,999590.60593592
2016-08-19,999590.60593592
2016-08-22,999590.60593592
2016-08-23,999590.60593592
2016-08-24,999590.60593592
2016-08-25,999590.60593592
2016-08-26,999590.60593592
2016-08-29,999590.60593592
2016-08-30,999590.60593592
2016-08-31,999590.60593592
2016-09-01,999590.60593592
2016-09-02,999590.60593592
2016-09-06,999590.60593592
2016-09-07,999590.60593592
2016-09-08,999590.60593592
2016-09-09,999590.60593592
2016-09-12,999590.60593592
2016-09-13,999590.60593592
2016-09-14,999590.60593592
2016-09-15,999590.60593592
2016-09-16,999590.60593592
2016-09-19,999590.60593592
2016-09-20,999590.60593592
2016-09-21,999590.60593592
2016-09-22,999590.60593592
2016-09-23,999590.60593592
2016-09-26,999590.60593592
2016-09-27,999590.60593592
2016-09-28,999590.60593592
2016-09-29,999590.60593592
2016-09-30,999590.60593592
2016-10-03,999590.60593592
2016-10-04,999590.60593592
2016-10-05,999590.60593592
2016-10-06,999590.60593592
2016-10-07,999590.60593592
2016-10-11,999590.60593592
2016-10-12,999590.60593592
2016-10-13,999590.60593592
2016-10-14,999590.60593592
2016-10-17,999590.60593592
2016-10-18,999590.60593592
2016-10-19,999590.60593592
2016-10-20,999590.60593592
2016-10-21,999590.60593592
2016-10-24,999590.60593592
2016-10-25,999590.60593592
2016-10-26,999590.60593592
2016-10-27,999590.60593592
2016-10-28,999590.60593592
2016-10-31,999590.60593592
2016-11-01,999590.60593592
2016-11-02,999590.60593592
2016-11-03,999590.60593592
2016-11-04,999590.60593592
2016-11-07,999590.60593592
2016-11-08,999590.60593592
2016-11-09,999590.60593592
2016-11-10,999590.60593592
2016-11-14,999590.60593592
2016-11-15,999590.60593592
2016-11-16,999590.60593592
2016-11-17,999590.60593592
2016-11-18,999590.60593592
2016-11-21,999590.60593592
2016-11-22,999590.60593592
2016-11-23,999590.60593592
2016-11-25,999590.60593592
2016-11-28,999590.60593592
2016-11-29,999590.60593592
2016-11-30,999590.60593592
2016-12-01,999590.60593592
2016-12-02,999590.60593592
2016-12-05,999590.60593592
2016-12-06,999590.60593592
2016-12-07,999590.60593592
2016-12-08,999590.60593592
2016-12-09,999590.60593592
2016-12-12,999590.60593592
2016-12-13,999590.60593592
2016-12-14,999590.60593592
2016-12-15,999590.60593592
2016-12-16,999590.60593592
2016-12-19,999590.60593592
2016-12-20,999590.60593592
2016-12-21,999590.60593592
2016-12-22,999590.60593592
2016-12-23,999590.60593592
2016-12-27,999590.60593592
2016-12-28,999590.60593592
2016-12-29,999590.60593592
2016-12-30,999590.60593592
2017-01-03,999590.60593592
2017-01-04,999590.60593592
2017-01-05,999590.60593592
2017-01-06,999590.60593592
2017-01-09,999590.60593592
2017-01-10,999590.60593592
2017-01-11,999590.60593592
2017-01-12,999590.60593592
2017-01-13,999590.60593592
2017-01-17,999590.60593592
2017-01-18,999590.60593592
2017-01-19,999590.60593592
2017-01-20,999590.60593592
2017-01-23,999590.60593592
2017-01-24,999590.60593592
2017-01-25,999590.60593592
2017-01-26,999590.60593592
2017-01-27,999590.60593592
2017-01-30,999590.60593592
2017-01-31,999590.60593592
2017-02-01,999590.60593592
2017-02-02,999590.60593592
2017-02-03,999590.60593592
2017-02-06,999590.60593592
2017-02-07,999590.60593592
2017-02-08,999590.60593592
2017-02-09,999590.60593592
2017-02-10,999590.60593592
2017-02-13,999590.60593592
2017-02-14,999590.60593592
2017-02-15,999590.60593592
2017-02-16,999590.60593592
2017-02-17,999590.60593592
2017-02-21,999590.60593592
2017-02-22,999590.60593592
2017-02-23,999590.60593592
2017-02-24,999590.60593592
2017-02-27,999590.60593592
2017-02-28,999590.60593592
2017-03-01,999590.60593592
2017-03-02,999590.60593592
2017-03-03,999590.60593592
2017-03-06,999590.60593592
2017-03-07,999590.60593592
2017-03-08,999590.60593592
2017-03-09,999590.60593592
2017-03-10,999590.60593592
2017-03-13,999590.60593592
2017-03-14,999590.60593592
2017-03-15,999573.9174539701
2017-03-16,995200.3142237202
2017-03-17,994974.9605330478
2017-03-20,994974.9605330478
2017-03-21,994974.9605330478
2017-03-22,995402.2293249117
2017-03-23,995223.49528588
2017-03-24,995223.49528588
2017-03-27,995223.49528588
2017-03-28,995223.49528588
2017-03-29,995223.49528588
2017-03-30,995223.49528588
2017-03-31,995223.49528588
2017-04-03,995223.49528588
2017-04-04,995223.49528588
2017-04-05,992037.1598293795
2017-04-06,995416.9004925168
2017-04-07,995416.9004925168
2017-04-10,994894.7000023836
2017-04-11,995959.6950708035
2017-04-12,995959.6950708035
2017-04-13,996132.8402588187
2017-04-17,997961.5975656634
2017-04-18,997961.5975656634
2017-04-19,997961.5975656634
2017-04-20,997961.5975656634
2017-04-21,997961.5975656634
2017-04-24,997961.5975656634
2017-04-25,997902.604597083
2017-04-26,996427.4701386866
2017-04-27,996427.4701386866
2017-04-28,996427.4701386866
2017-05-01,996427.4701386866
2017-05-02,996427.4701386866
2017-05-03,996293.1169404475
2017-05-04,996659.114146956
2017-05-05,996659.114146956
2017-05-08,996659.114146956
2017-05-09,996659.114146956
2017-05-10,996659.114146956
2017-05-11,996659.114146956
2017-05-12,996659.114146956
2017-05-15,996659.114146956
2017-05-16,996659.114146956
2017-05-17,996659.114146956
2017-05-18,996659.114146956
2017-05-19,996659.114146956
2017-05-22,996659.114146956
2017-05-23,996659.114146956
2017-05-24,996659.114146956
2017-05-25,996659.114146956
2017-05-26,996659.114146956
2017-05-30,996659.114146956
2017-05-31,996659.114146956
2017-06-01,996659.114146956
2017-06-02,996659.114146956
2017-06-05,996659.114146956
2017-06-06,1001245.4359377627
2017-06-07,1003517.5780342305
2017-06-08,1003517.5780342305
2017-06-09,1003517.5780342305
2017-06-12,1003517.5780342305
2017-06-13,1003517.5780342305
2017-06-14,1003517.5780342305
2017-06-15,1003517.5780342305
2017-06-16,1003517.5780342305
2017-06-19,1003517.5780342305
2017-06-20,1003517.5780342305
2017-06-21,1003517.5780342305
2017-06-22,1003517.5780342305
2017-06-23,1003517.5780342305
2017-06-26,1003517.5780342305
2017-06-27,1003517.5780342305
2017-06-28,1003517.5780342305
2017-06-29,1003517.5780342305
2017-06-30,1003517.5780342305
2017-07-03,1003517.5780342305
2017-07-05,1004163.1345399617
2017-07-06,1002599.4127039473
2017-07-07,1002599.4127039473
2017-07-10,1002599.4127039473
2017-07-12,1002599.4127039473
2017-07-13,1002599.4127039473
2017-07-14,1002599.4127039473
2017-07-17,1002599.4127039473
2017-07-18,1002599.4127039473
2017-07-19,1002599.4127039473
2017-07-20,1002599.4127039473
2017-07-21,1002599.4127039473
2017-07-24,1002599.4127039473
2017-07-25,1002599.4127039473
2017-07-26,1002599.4127039473
2017-07-27,1002599.4127039473
2017-07-28,1002599.4127039473
2017-07-31,1002450.6140070428
2017-08-01,1000554.3705489585
2017-08-02,1000392.081033659
2017-08-03,996896.90857872
2017-08-04,996810.301889827
2017-08-07,998238.7021736577
2017-08-08,998238.7021736577
2017-08-09,998143.3893199991
2017-08-10,998313.9156289108
2017-08-11,998735.1645620348
2017-08-14,998938.7018535213
2017-08-15,998938.7018535213
2017-08-16,998938.7018535213
2017-08-17,998938.7018535213
2017-08-18,998938.7018535213
2017-08-21,998921.3700160517
2017-08-22,999186.8158704513
2017-08-23,999186.8158704513
2017-08-24,999186.8158704513
2017-08-25,999186.8158704513
2017-08-28,999186.8158704513
2017-08-29,999186.8158704513
2017-08-30,999131.9186456456
2017-08-31,998983.4890778873
2017-09-01,998983.4890778873
2017-09-05,998983.4890778873
2017-09-06,998983.4890778873
2017-09-07,998992.6232883438
2017-09-08,999864.6947103908
2017-09-11,999864.6947103908
2017-09-12,999864.6947103908
2017-09-13,999864.6947103908
2017-09-14,999864.6947103908
2017-09-15,999864.6947103908
2017-09-18,999864.6947103908
2017-09-19,999864.6947103908
2017-09-20,999864.6947103908
2017-09-21,999821.3082874875
2017-09-22,999713.2853557268
2017-09-25,999694.0316496416
2017-09-26,999694.0316496416
2017-09-27,999694.0316496416
2017-09-28,999694.0316496416
2017-09-29,999694.0316496416
2017-10-02,999694.0316496416
2017-10-03,999694.0316496416
2017-10-04,999694.0316496416
2017-10-05,999694.0316496416
2017-10-06,999301.4792547703
2017-10-09,999301.4792547703
2017-10-10,999301.4792547703
2017-10-11,999301.4792547703
2017-10-12,999301.4792547703
2017-10-13,999301.4792547703
2017-10-16,998642.3884980952
2017-10-17,997154.0855152438
2017-10-18,997154.0855152438
2017-10-19,997154.0855152438
2017-10-20,997154.0855152438
2017-10-23,997154.0855152438
2017-10-24,997264.3755918002
2017-10-25,998842.2711486599
2017-10-26,998842.2711486599
2017-10-27,998842.2711486599
2017-10-30,998842.2711486599
2017-10-31,998842.2711486599
2017-11-01,998842.2711486599
2017-11-02,998842.2711486599
2017-11-03,998842.2711486599
2017-11-06,998842.2711486599
2017-11-07,998842.2711486599
2017-11-08,998842.2711486599
2017-11-09,998842.2711486599
2017-11-10,998842.2711486599
2017-11-13,998842.2711486599
2017-11-14,998842.2711486599
2017-11-15,998842.2711486599
2017-11-17,998842.2711486599
2017-11-20,998842.2711486599
2017-11-21,998842.2711486599
2017-11-22,998842.2711486599
2017-11-24,998842.2711486599
2017-11-27,998842.2711486599
2017-11-28,998842.2711486599
2017-11-29,998842.2711486599
2017-11-30,998842.2711486599
2017-12-01,998842.2711486599
2017-12-04,998842.2711486599
2017-12-05,998842.2711486599
2017-12-06,998842.2711486599
2017-12-07,1002751.4439866085
2017-12-08,1003844.5937575082
2017-12-11,1003844.5937575082
2017-12-12,1003844.5937575082
2017-12-13,1003919.6652082442
2017-12-14,1001055.9553319274
2017-12-15,1001055.9553319274
2017-12-18,1001055.9553319274
2017-12-19,1001055.9553319274
2017-12-20,1001055.9553319274
2017-12-21,1001055.9553319274
2017-12-22,1001055.9553319274
2017-12-26,1001055.9553319274
2017-12-27,1001055.9553319274
2017-12-28,1001055.9553319274
2017-12-29,999597.9639669526
2018-01-02,1002388.4795576921
2018-01-03,1002214.0021536972
2018-01-04,1001659.2852698973
2018-01-05,1001919.2786927291
2018-01-08,1001919.2786927291
2018-01-09,1001919.2786927291
2018-01-10,1001919.2786927291
2018-01-11,1001919.2786927291
2018-01-12,1001919.2786927291
2018-01-16,1001919.2786927291
2018-01-17,1001805.4879636684
2018-01-18,1002040.6105115411
2018-01-19,1003348.4794129226
2018-01-22,1003348.4794129226
2018-01-23,1003348.4794129226
2018-01-24,1003348.4794129226
2018-01-25,1003348.4794129226
2018-01-26,1003348.4794129226
2018-01-30,1003348.4794129226
2018-01-31,1003348.4794129226
2018-02-01,1003348.4794129226
2018-02-02,1003348.4794129226
2018-02-05,1003348.4794129226
2018-02-06,1003348.4794129226
2018-02-07,1003348.4794129226
2018-02-08,1003348.4794129226
2018-02-09,1003348.4794129226
2018-02-12,1003348.4794129226
2018-02-13,1003348.4794129226
2018-02-14,1003348.4794129226
2018-02-15,1003348.4794129226
2018-02-16,1003097.0289471544
2018-02-20,1001658.3411064838
2018-02-21,1001658.3411064838
2018-02-22,1001658.3411064838
2018-02-23,1001658.3411064838
2018-02-26,1001658.3411064838
2018-02-27,1001658.3411064838
2018-02-28,1001658.3411064838
2018-03-01,1001658.3411064838
2018-03-02,1001658.3411064838
2018-03-05,1001658.3411064838
2018-03-06,1001658.3411064838
2018-03-07,1001658.3411064838
2018-03-08,1001658.3411064838
2018-03-09,1001658.3411064838
2018-03-12,1001658.3411064838
2018-03-13,1001658.3411064838
2018-03-14,1001658.3411064838
2018-03-15,1001582.926018012
2018-03-16,1000971.8698684165
2018-03-19,1002219.2352209783
2018-03-20,1001919.71578378
2018-03-21,1001919.71578378
2018-03-22,1001919.71578378
2018-03-23,1001919.71578378
2018-03-26,1001919.71578378
2018-03-27,1001994.646365862
2018-03-28,1003075.5866865629
2018-03-29,1003075.5866865629
2018-04-02,1003075.5866865629
2018-04-03,1003075.5866865629
2018-04-04,1003075.5866865629
2018-04-05,1003075.5866865629
2018-04-06,1003075.5866865629
2018-04-09,1003075.5866865629
2018-04-10,1003075.5866865629
2018-04-11,1003075.5866865629
2018-04-12,1003075.5866865629
2018-04-13,1003075.5866865629
2018-04-16,1003075.5866865629
2018-04-17,1003075.5866865629
2018-04-18,1003075.5866865629
2018-04-19,1002939.543152487
2018-04-20,1002716.3444864264
2018-04-23,1003168.7549461768
2018-04-24,1004260.3637685508
2018-04-25,1002958.087233993
2018-04-26,1003490.7395922779
2018-04-27,1002773.7078984658
2018-04-30,1002663.5229737844
2018-05-01,1002956.289716048
2018-05-02,1006124.6845766923
2018-05-03,1004416.4535573055
2018-05-04,1004607.4880548656
2018-05-07,1004829.3010491604
2018-05-08,1004911.0169873774
2018-05-09,1007277.8464860552
2018-05-10,1006115.8094715057
2018-05-11,1004756.0268778373
2018-05-14,1004885.9925340543
2018-05-15,1005327.7112202193
2018-05-16,1008408.9760825732
2018-05-17,1008843.9267055389
2018-05-18,1008843.9267055389
2018-05-21,1008843.9267055389
2018-05-22,1008843.9267055389
2018-05-23,1008843.9267055389
2018-05-24,1008843.9267055389
2018-05-25,1008843.9267055389
2018-05-29,1008843.9267055389
2018-05-30,1008843.9267055389
2018-05-31,1008843.9267055389
2018-06-01,1008843.9267055389
2018-06-04,1008843.9267055389
2018-06-05,1008843.9267055389
2018-06-06,1008843.9267055389
2018-06-07,1008843.9267055389
2018-06-08,1008843.9267055389
2018-06-11,1008843.9267055389
2018-06-12,1008843.9267055389
2018-06-13,1008843.9267055389
2018-06-14,1008843.9267055389
2018-06-15,1008843.9267055389
2018-06-18,1008843.9267055389
2018-06-19,1008843.9267055389
2018-06-20,1008843.9267055389
2018-06-21,1008843.9267055389
2018-06-22,1008843.9267055389
2018-06-25,1008843.9267055389
2018-06-26,1008843.9267055389
2018-06-27,1008843.9267055389
2018-06-28,1008843.9267055389
2018-06-29,1008843.9267055389
2018-07-02,1008843.9267055389
2018-07-03,1008843.9267055389
2018-07-05,1008843.9267055389
2018-07-06,1008843.9267055389
2018-07-09,1008843.9267055389
2018-07-10,1007966.0756114514
2018-07-11,1016995.9733575698
2018-07-12,1021191.2119267386
2018-07-13,1022900.9571704635
2018-07-16,1022694.603046545
2018-07-17,1024240.8821338505
2018-07-18,1025078.6053168584
2018-07-19,1025246.5624625382
2018-07-20,1021188.786351465
2018-07-23,1020712.6430499449
2018-07-24,1020712.6430499449
2018-07-25,1020712.6430499449
2018-07-26,1020712.6430499449
2018-07-27,1020712.6430499449
2018-07-30,1020712.6430499449
2018-07-31,1020712.6430499449
2018-08-01,1020712.6430499449
2018-08-02,1020712.6430499449
2018-08-03,1020712.6430499449
2018-08-06,1020712.6430499449
2018-08-07,1020712.6430499449
2018-08-08,1020712.6430499449
2018-08-09,1020712.6430499449
2018-08-10,1020712.6430499449
2018-08-13,1020712.6430499449
2018-08-14,1020712.6430499449
2018-08-15,1020712.6430499449
2018-08-16,1020712.6430499449
2018-08-17,1020712.6430499449
2018-08-20,1020712.6430499449
2018-08-21,1020712.6430499449
2018-08-22,1020712.6430499449
2018-08-23,1020712.6430499449
2018-08-24,1020712.6430499449
2018-08-27,1020712.6430499449
2018-08-28,1020712.6430499449
2018-08-29,1020712.6430499449
2018-08-30,1020712.6430499449
2018-08-31,1022947.6283957852
2018-09-04,1025335.8633165546
2018-09-05,1025335.8633165546
2018-09-06,1025335.8633165546
2018-09-07,1025335.8633165546
2018-09-10,1025335.8633165546
2018-09-11,1025335.8633165546
2018-09-12,1025335.8633165546
2018-09-13,1025335.8633165546
2018-09-14,1025335.8633165546
2018-09-17,1025335.8633165546
2018-09-18,1025335.8633165546
2018-09-19,1025335.8633165546
2018-09-20,1025335.8633165546
2018-09-21,1025335.8633165546
2018-09-24,1025335.8633165546
2018-09-25,1025335.8633165546
2018-09-26,1025335.8633165546
2018-09-27,1025335.8633165546
2018-09-28,1025335.8633165546
2018-10-01,1025335.8633165546
2018-10-02,1025335.8633165546
2018-10-03,1025335.8633165546
2018-10-04,1025335.8633165546
2018-10-05,1025335.8633165546
2018-10-08,1025335.8633165546
2018-10-09,1025330.6480792814
2018-10-10,1025246.7920669477
2018-10-11,1025246.7920669477
2018-10-12,1025246.7920669477
2018-10-15,1025246.7920669477
2018-10-16,1025246.7920669477
2018-10-17,1025246.7920669477
2018-10-18,1025246.7920669477
2018-10-19,1025231.9108163225
2018-10-22,1024949.5265605341
2018-10-23,1024949.5265605341
2018-10-24,1024949.5265605341
2018-10-25,1024949.5265605341
2018-10-26,1024949.5265605341
2018-10-29,1024949.5265605341
2018-10-30,1024949.5265605341
2018-10-31,1024949.5265605341
2018-11-01,1024928.6392964498
2018-11-02,1024425.4562424404
2018-11-05,1024144.3068445603
2018-11-06,1024429.0348112147
2018-11-07,1024429.0348112147
2018-11-08,1024429.0348112147
2018-11-09,1024429.0348112147
2018-11-12,1024429.0348112147
2018-11-13,1024429.0348112147
2018-11-14,1024429.0348112147
2018-11-15,1024429.0348112147
2018-11-16,1024429.0348112147
2018-11-19,1024429.0348112147
2018-11-20,1024429.0348112147
2018-11-21,1024429.0348112147
2018-11-23,1023143.8453213528
2018-11-26,1022861.5539328065
2018-11-27,1022861.5539328065
2018-11-28,1022786.657236245
2018-11-29,1022022.4741469282
2018-11-30,1021503.4115771018
2018-12-03,1022772.2464708226
2018-12-04,1025471.7445764836
2018-12-06,1019447.9664529439
2018-12-07,1019447.9664529439
2018-12-10,1019447.9664529439
2018-12-11,1019447.9664529439
2018-12-12,1019447.9664529439
2018-12-13,1019447.9664529439
2018-12-14,1019447.9664529439
2018-12-17,1019405.7117139394
2018-12-18,1017391.2443923849
2018-12-19,1016160.471290777
2018-12-20,1016160.471290777
2018-12-21,1016160.471290777
2018-12-24,1016257.2211480794
2018-12-26,1018609.033807228
2018-12-27,1015637.1709714486
2018-12-28,1016888.3247000666
2018-12-31,1018775.8239691707
2019-01-02,1021164.4194985216
2019-01-03,1029275.6063580413
2019-01-04,1027902.5069834447
2019-01-07,1025260.4682249713
2019-01-08,1024885.2885176545
2019-01-09,1024268.7179014923
2019-01-10,1026438.1858718577
2019-01-11,1026266.2145494565
2019-01-14,1026018.7834352282
2019-01-15,1026311.4087139445
2019-01-16,1025720.5789996722
2019-01-17,1025131.1589753183
2019-01-18,1024959.9382265417
2019-01-22,1024959.9382265417
2019-01-23,1024959.9382265417
2019-01-24,1024959.9382265417
2019-01-25,1024959.9382265417
2019-01-28,1024959.9382265417
2019-01-29,1024959.9382265417
2019-01-30,1024959.9382265417
2019-01-31,1024959.9382265417
2019-02-01,1024959.9382265417
2019-02-04,1024959.9382265417
2019-02-05,1024959.9382265417
2019-02-06,1024959.9382265417
2019-02-07,1024959.9382265417
2019-02-08,1024959.9382265417
2019-02-11,1024959.9382265417
2019-02-12,1024959.9382265417
2019-02-13,1024959.9382265417
2019-02-14,1024959.9382265417
2019-02-15,1024959.9382265417
2019-02-19,1030917.4845552829
2019-02-20,1031556.0939668518
2019-02-21,1031556.0939668518
2019-02-22,1031556.0939668518
2019-02-25,1031556.0939668518
2019-02-26,1031556.0939668518
2019-02-27,1031556.0939668518
2019-02-28,1031556.0939668518
2019-03-01,1031556.0939668518
2019-03-04,1031571.9106935082
2019-03-05,1030872.5657402171
2019-03-06,1030872.5657402171
2019-03-07,1030872.5657402171
2019-03-08,1030872.5657402171
2019-03-11,1030872.5657402171
2019-03-12,1030872.5657402171
2019-03-13,1030872.5657402171
2019-03-14,1030872.5657402171
2019-03-15,1030872.5657402171
2019-03-18,1030872.5657402171
2019-03-19,1030872.5657402171
2019-03-20,1030872.5657402171
2019-03-21,1030872.5657402171
2019-03-22,1030872.5657402171
2019-03-25,1030872.5657402171
2019-03-26,1030872.5657402171
2019-03-27,1030872.5657402171
2019-03-28,1030872.5657402171
2019-03-29,1030872.5657402171
2019-04-01,1030872.5657402171
2019-04-02,1030872.5657402171
2019-04-03,1030872.5657402171
2019-04-04,1030872.5657402171
2019-04-05,1030872.5657402171
2019-04-08,1030872.5657402171
2019-04-09,1030872.5657402171
2019-04-10,1030872.5657402171
2019-04-11,1030872.5657402171
2019-04-12,1030872.5657402171
2019-04-15,1030872.5657402171
2019-04-16,1030872.5657402171
2019-04-17,1030872.5657402171
2019-04-18,1030872.5657402171
2019-04-22,1030872.5657402171
2019-04-23,1030872.5657402171
2019-04-24,1028474.567543261
2019-04-25,1027461.1322222346
2019-04-26,1025122.7697654311
2019-04-29,1025122.7697654311
2019-04-30,1025122.7697654311
2019-05-01,1025122.7697654311
2019-05-02,1025122.7697654311
2019-05-03,1025122.7697654311
2019-05-06,1025122.7697654311
2019-05-07,1025122.7697654311
2019-05-08,1025122.7697654311
2019-05-09,1025122.7697654311
2019-05-10,1025122.7697654311
2019-05-13,1025122.7697654311
2019-05-14,1025122.7697654311
2019-05-15,1025122.7697654311
2019-05-16,1024945.6306488169
2019-05-17,1023499.8104569811
2019-05-20,1023499.8104569811
2019-05-21,1023499.8104569811
2019-05-23,1023499.8104569811
2019-05-24,1023499.8104569811
2019-05-28,1023499.8104569811
2019-05-29,1023499.8104569811
2019-05-30,1023499.8104569811
2019-05-31,1023499.8104569811
2019-06-03,1023499.8104569811
2019-06-04,1023499.8104569811
2019-06-05,1023499.8104569811
2019-06-06,1023499.8104569811
2019-06-07,1023499.8104569811
2019-06-10,1023499.8104569811
2019-06-11,1022867.316446927
2019-06-12,1023007.4593585772
2019-06-13,1023007.4593585772
2019-06-14,1023007.4593585772
2019-06-17,1023007.4593585772
2019-06-18,1023007.4593585772
2019-06-19,1023007.4593585772
2019-06-20,1023007.4593585772
2019-06-21,1023007.4593585772
2019-06-24,1023007.4593585772
2019-06-25,1023007.4593585772
2019-06-26,1023007.4593585772
2019-06-27,1023007.4593585772
2019-06-28,1023007.4593585772
2019-07-01,1023007.4593585772
2019-07-02,1023007.4593585772
2019-07-03,1023007.4593585772
2019-07-05,1023007.4593585772
2019-07-08,1022938.0780412806
2019-07-09,1021918.2669934202
2019-07-10,1021918.2669934202
2019-07-11,1021918.2669934202
2019-07-12,1021918.2669934202
2019-07-15,1021918.2669934202
2019-07-16,1021918.2669934202
2019-07-17,1021918.2669934202
2019-07-18,1021918.2669934202
2019-07-19,1021918.2669934202
2019-07-22,1021918.2669934202
2019-07-23,1021918.2669934202
2019-07-24,1021918.2669934202
2019-07-25,1021918.2669934202
2019-07-26,1021918.2669934202
2019-07-29,1021918.2669934202
2019-07-30,1021918.2669934202
2019-07-31,1021918.2669934202
2019-08-01,1021918.2669934202
2019-08-02,1021918.2669934202
2019-08-05,1028747.0475477731
2019-08-06,1033764.714533731
2019-08-07,1033764.714533731
2019-08-08,1033764.714533731
2019-08-09,1033764.714533731
2019-08-12,1033764.714533731
2019-08-13,1033764.714533731
2019-08-14,1033764.714533731
2019-08-15,1033764.714533731
2019-08-16,1033764.714533731
2019-08-19,1033764.714533731
2019-08-20,1033764.714533731
2019-08-21,1033764.714533731
2019-08-22,1033764.714533731
2019-08-23,1033764.714533731
2019-08-26,1033764.714533731
2019-08-27,1033764.714533731
2019-08-28,1033764.714533731
2019-08-29,1033764.714533731
2019-08-30,1033764.714533731
2019-09-03,1033764.714533731
2019-09-04,1033764.714533731
2019-09-05,1033764.714533731
2019-09-06,1033764.714533731
2019-09-09,1033764.714533731
2019-09-10,1033764.714533731
2019-09-11,1033764.714533731
2019-09-12,1033764.714533731
2019-09-13,1033764.714533731
2019-09-16,1033764.714533731
2019-09-17,1033764.714533731
2019-09-18,1033764.714533731
2019-09-19,1033764.714533731
2019-09-20,1033764.714533731
2019-09-23,1033764.714533731
2019-09-24,1033764.714533731
2019-09-25,1033764.714533731
2019-09-26,1033764.714533731
2019-09-27,1033764.714533731
2019-09-30,1033764.714533731
2019-10-01,1033764.714533731
2019-10-02,1033764.714533731
2019-10-03,1033764.714533731
2019-10-04,1033764.714533731
2019-10-07,1033764.714533731
2019-10-08,1033764.714533731
2019-10-09,1033764.714533731
2019-10-10,1033764.714533731
2019-10-11,1033764.714533731
2019-10-14,1033764.714533731
2019-10-15,1033764.714533731
2019-10-16,1033764.714533731
2019-10-17,1033764.714533731
2019-10-18,1033764.714533731
2019-10-21,1033764.714533731
2019-10-22,1033764.714533731
2019-10-23,1033764.714533731
2019-10-24,1033764.714533731
2019-10-25,1033764.714533731
2019-10-28,1033764.714533731
2019-10-29,1033764.714533731
2019-10-30,1033764.714533731
2019-10-31,1033764.714533731
2019-11-01,1033764.714533731
2019-11-04,1033764.714533731
2019-11-05,1033764.714533731
2019-11-06,1031775.7254888092
2019-11-07,1031145.7542330344
2019-11-08,1031145.7542330344
2019-11-11,1031145.7542330344
2019-11-12,1031145.7542330344
2019-11-13,1031145.7542330344
2019-11-14,1031145.7542330344
2019-11-15,1031145.7542330344
2019-11-18,1031145.7542330344
2019-11-19,1031145.7542330344
2019-11-20,1031145.7542330344
2019-11-21,1031145.7542330344
2019-11-22,1031145.7542330344
2019-11-25,1031145.7542330344
2019-11-26,1031145.7542330344
2019-11-27,1031145.7542330344
2019-11-29,1031086.4448283992
2019-12-02,1031121.6276311816
2019-12-03,1031121.6276311816
2019-12-04,1031121.6276311816
2019-12-05,1031121.6276311816
2019-12-06,1031121.6276311816
2019-12-09,1030933.651712974
2019-12-10,1030524.0251686687
2019-12-11,1030524.0251686687
2019-12-12,1030524.0251686687
2019-12-13,1030524.0251686687
2019-12-16,1030524.0251686687
2019-12-17,1030524.0251686687
2019-12-18,1030524.0251686687
2019-12-19,1030524.0251686687
2019-12-20,1030524.0251686687
2019-12-23,1030524.0251686687
2019-12-24,1030524.0251686687
2019-12-26,1030524.0251686687
2019-12-27,1030524.0251686687
2019-12-30,1030524.0251686687
2019-12-31,1030524.0251686687
