,oos_equity
2020-01-02,1030524.0251686687
2020-01-03,1030524.0251686687
2020-01-06,1030524.0251686687
2020-01-07,1030524.0251686687
2020-01-08,1030524.0251686687
2020-01-09,1030524.0251686687
2020-01-10,1030524.0251686687
2020-01-13,1030524.0251686687
2020-01-14,1030524.0251686687
2020-01-15,1030524.0251686687
2020-01-16,1030524.0251686687
2020-01-17,1030524.0251686687
2020-01-21,1030524.0251686687
2020-01-22,1030524.0251686687
2020-01-23,1030524.0251686687
2020-01-24,1030524.0251686687
2020-01-27,1030438.6975790098
2020-01-28,1030876.3742389688
2020-01-29,1030876.3742389688
2020-01-30,1030876.3742389688
2020-01-31,1030876.3742389688
2020-02-03,1030876.3742389688
2020-02-04,1030876.3742389688
2020-02-05,1030876.3742389688
2020-02-06,1030876.3742389688
2020-02-07,1030876.3742389688
2020-02-10,1030896.2712939004
2020-02-11,1031279.9117549902
2020-02-12,1031279.9117549902
2020-02-13,1031279.9117549902
2020-02-14,1031279.9117549902
2020-02-18,1031279.9117549902
2020-02-19,1031279.9117549902
2020-02-20,1031279.9117549902
2020-02-21,1031279.9117549902
2020-02-24,1031279.9117549902
2020-02-25,1031218.0449633774
2020-02-26,1031251.0752735615
2020-02-27,1031370.4608262217
2020-02-28,1032106.9972393911
2020-03-02,1032202.5263414041
2020-03-03,1032479.021291993
2020-03-04,1032566.6873867445
2020-03-05,1032483.9955969314
2020-03-06,1032475.765363841
2020-03-09,1032489.8606615837
2020-03-10,1032508.6958824085
2020-03-11,1032503.4588747284
2020-03-12,1032488.3541182559
2020-03-13,1032483.567976831
2020-03-16,1032481.0286813326
2020-03-17,1032483.7949089301
2020-03-18,1032475.9807146888
2020-03-19,1032476.3251260131
2020-03-20,1032456.6221918352
2020-03-23,1032457.8165950741
2020-03-24,1032464.5349316957
2020-03-25,1032468.291764532
2020-03-26,1032477.1631486254
2020-03-27,1032483.6060993798
2020-03-30,1032483.7234503677
2020-03-31,1032478.749626834
2020-04-01,1032480.0376102694
2020-04-02,1032474.5376333295
2020-04-03,1032468.054802953
2020-04-06,1032465.4893324971
2020-04-07,1032465.9516397015
2020-04-08,1032469.186244912
2020-04-09,1032467.5784929291
2020-04-13,1032470.8317673809
2020-04-14,1032470.0266667919
2020-04-15,1032471.354593405
2020-04-16,1032468.462501091
2020-04-17,1032467.1721147156
2020-04-20,1032467.1604999795
2020-04-21,1032467.11892447
2020-04-22,1032467.215097348
2020-04-23,1032466.5255502772
2020-04-24,1032466.3042688053
2020-04-27,1032467.0059926108
2020-04-28,1032467.4151032023
2020-04-29,1032467.3667421273
2020-04-30,1032468.4065606429
2020-05-01,1032468.8956888788
2020-05-04,1032468.6012754922
2020-05-05,1032467.6947819367
2020-05-06,1032467.2306448382
2020-05-07,1032466.6567415713
2020-05-08,1032467.2525560295
2020-05-11,1032466.9804712461
2020-05-12,1032466.5507078348
2020-05-13,1032466.9825162698
2020-05-14,1032466.7288162193
2020-05-15,1032466.5237885895
2020-05-18,1032466.6883532727
2020-05-19,1032468.9968738923
2020-05-20,1032469.2191125513
2020-05-21,1032469.5420690831
2020-05-22,1032469.7674268822
2020-05-26,1032468.6505421754
2020-05-27,1032469.617517963
2020-05-28,1032470.9295603498
2020-05-29,1032471.8242597142
2020-06-01,1032472.2558037407
2020-06-02,1032472.5190814199
2020-06-03,1032474.1849510546
2020-06-04,1032475.3037866228
2020-06-05,1032476.9067773258
2020-06-08,1032477.3281174413
2020-06-09,1032476.4129981743
2020-06-10,1032476.0305236918
2020-06-11,1032475.6572242628
2020-06-12,1032473.7955835295
2020-06-15,1032474.0849964198
2020-06-16,1032475.8095570303
2020-06-17,1032474.3773406174
2020-06-18,1032473.4144452204
2020-06-19,1032473.1066977942
2020-06-22,1032472.3544939052
